HIIREGID,RA,DEC,EWHa6562,fluxHb4861,e_fluxHb4861,fluxOIII5006,e_fluxOIII5006,fluxHa6562,e_fluxHa6562,fluxNII6583,e_fluxNII6583,fluxSII6716,e_fluxSII6716,fluxSII6730,e_fluxSII6730
NGC0309-82,14.176807522692416,-9.916327457753972,11.019038839890571,5.388832607487238,0.6179584452381899,0.8047245389826727,0.2160763540632184,17.23582902996067,0.1834360086772635,4.900757674651536,0.2035955778500478,1.073184229495658,0.2002020897349809,-0.2502331118848754,0.1833969091117178
NGC0309-83,14.174858372545804,-9.911957523733436,8.397497561877003,3.0244859498480987,0.2262213649968776,1.3010205236523311,0.2464456478738911,15.527763894458555,0.1810237210356526,5.397653974293855,0.2114712760346651,1.0529377311199286,0.2800587552962953,0.91234391744105,0.2787644716699978
NGC0309-84,14.166049928010764,-9.91600342821805,45.7354638887154,1.4411405346099206,0.1347768044224413,0.7206334301566569,0.1391601425591101,5.515383202536743,0.0753928143927599,1.5523611738686935,0.0863961351690773,1.1088924629222978,0.1303161267829926,1.069852626907446,0.3794397573812303
NGC0309-85,14.17945017987085,-9.911006334904522,12.082807032308486,3.665412665956141,0.2306890550694127,0.5835506206766145,0.2874568576857891,13.68470171654758,0.1862910999868069,4.305905827499753,0.2058519951249589,0.5228207330081355,0.2112181549079945,-1.4795073044281506,0.8200403200551162
NGC0309-86,14.165184810226206,-9.914511622580736,20.57889615923282,1.152651169278928,0.1274915049106565,0.3225304754872263,0.1914952031107553,5.102201591967779,0.1090587130811598,1.3131988409700277,0.1227109298246728,0.831625626672359,0.1864857707285241,1.1943722347151602,0.2092602531250784
NGC0309-87,14.173979801744542,-9.91640846801636,11.253596337266483,4.123282732113417,0.6162177179582439,0.9016716884796668,0.2677595183538815,16.28115890652089,0.214069218084739,7.332493973474087,0.1959425758304746,2.5655062285376773,0.2004236565241997,1.323709135179389,0.2673288588677727
NGC0309-88,14.171532630443552,-9.906066367606202,24.65391881398823,7.5525726236652915,0.329320927891847,3.193261972565984,0.2793790585684611,24.84909279307169,0.2577243065648746,9.142367683697705,0.2625257554720209,2.490202488546348,0.2888938602893443,4.207608579937449,0.2874070145559756
NGC0309-89,14.1723551771793,-9.918673986257533,30.233222234828844,3.677660523769093,0.2569053515661775,1.987558960193787,0.307040800040431,20.850693010557176,0.2200934218087833,7.917541974978521,0.2272762467600235,0.1533182230421091,0.2540834163041559,2.496663912333741,0.2875273562304144
NGC0309-90,14.170155994626166,-9.920412748220729,37.67455936917378,4.044295666149813,0.3040099555596929,0.9980978541340636,0.2566073579700162,16.67138266024135,0.1996472738183177,6.19022457832576,0.2053686203524168,0.6470024791300565,0.2692136669029745,3.526101810944435,0.2570184048143036
NGC0309-91,14.177980332328596,-9.902717062186714,48.58497286443368,5.313171986471691,0.208661445425307,2.588262856355904,0.2224982929487049,16.958466995006148,0.1663919503651291,5.483532185956445,0.1311839593320809,2.5885590989556158,0.1600748157159663,2.719640556892829,0.1832711537934733
NGC0309-92,14.1708301888144,-9.91445029013026,17.063017825096036,6.378244242716347,0.2537500762382775,0.7946272530201672,0.267261052683434,14.02995447131931,0.1700703270251973,5.572979861274501,0.1822239983437193,2.117677768369333,0.2252088786047359,1.3964660614133388,0.2480946999557107
NGC0309-93,14.182895445637977,-9.9133243841856,10.846263768694143,3.061157873189324,0.2457589044325441,0.746121196543782,0.6810052881184805,18.227756939066907,0.1969336694109693,7.498406310565567,0.1945417630970556,1.8886693343485452,0.2202059533722142,0.1730284308202765,0.1977232870311557
NGC0309-94,14.184920040980268,-9.910562077744531,14.78228005558922,-0.0184688835120473,0.5155494118483039,0.74666142954696,0.4938311449722133,16.164231451559914,0.4414232036620509,3.5901883540640003,0.4308968265271687,1.5070170277967685,0.465026711224885,4.011282552949127,0.4713229541603898
NGC0309-95,14.185608409677217,-9.91410550417506,17.414317019300714,2.8983018892137657,0.3466066542417984,0.9147902543696946,0.5148076689451094,9.51155783664921,0.2625539062457835,3.495858586950421,0.2479781637250383,0.1461669577521115,0.3213963120571811,0.4259309407164058,0.773744279542988
NGC0309-96,14.182661359011322,-9.916522172628524,11.717123512514489,0.9148412815239876,0.2768374744453629,-0.0966328399485195,0.2818981815295288,12.407529917975715,0.2647652866676713,6.031462442856888,0.2384299031370657,1.171884504487574,0.2920470303738013,1.1646199100671994,0.2747443027772467
NGC0309-97,14.17519653171802,-9.915677960513191,8.330807467769016,3.185978073628024,0.3146877593481308,0.8189173789051979,0.2546319495992848,12.51404716125591,0.1841476841530744,4.332144072567557,0.2184549961509093,0.0831026073547103,0.1980622115724284,-0.3933886335919291,0.2822943012613246
NGC0309-98,14.181083156454823,-9.911830238925743,10.981332715149662,4.845285298894242,0.3071413441002929,0.4371516845639244,0.4639882230629528,18.46567020645772,0.263533428058476,7.444329471968153,0.2173843237732594,1.1229363976549576,0.283156196787533,1.949408487014814,0.2989367172329881
NGC0309-99,14.184754485278251,-9.91402055684222,11.888295891281809,3.116776947838436,0.2450179299090747,1.005050082119576,0.7521828370701957,10.842114422440218,0.2102957704833376,4.678246133778597,0.2080719649764036,0.9027054886536772,0.2399717507182296,1.3495470948014865,0.6100162545419402
NGC0309-100,14.184314310255909,-9.9124460381265,12.618374197139891,4.9783036715068745,0.3509215746142377,-0.2382181386710305,0.3137591282841895,18.28102663757173,0.4973077918265619,7.330747243379821,0.280237583207992,3.34126369718934,0.3477497551975325,3.230954455800283,0.3215233315193509
NGC0309-101,14.183734699550618,-9.908155007709125,15.11214649608708,3.356631680498053,0.5660398248266619,1.5192120660598871,0.5646871674898192,11.85357539957118,0.3841995387877217,3.2062168752174727,0.3781399468849286,1.4245049178818454,0.5267432059566657,0.364841397736978,0.519268633722828
NGC0309-102,14.182833559397896,-9.90736225595266,17.141375538172568,7.025682054430618,0.481217049919862,-0.5281047463225617,0.3813501758126162,18.07780310411812,0.3539703868056789,6.615164664559037,0.35588454148908,-0.8126180363668565,0.3753029008261667,1.858169571816011,0.7940069363287618
NGC0309-103,14.176415621013687,-9.903384263712065,22.96928999236677,4.855236812538212,0.2829876886342261,2.4641370149652286,0.2473310965124067,13.714519217554075,0.2156271764254568,5.414093538586033,0.2485795723684488,2.436528864959193,0.2120459969766422,1.0275223212054072,0.2168184869301028
NGC0309-104,14.176450203895568,-9.921952900842957,16.606603158730152,1.7491155509417546,0.204529984818213,0.0806777526433845,0.1890111375974121,10.547711620324137,0.1575307942045125,3.994292716475756,0.1514636827722793,1.8873189633122476,0.1807556574308932,2.328897100884068,0.1712189826261563
NGC0309-105,14.178855163242064,-9.913999456015231,2.839389369613774,7.106101483960924,0.3857796916476169,4.611142273042986,0.3338318694193629,18.34532031573561,0.2807841895525547,11.569844206120454,0.3157876851873194,2.21845401963292,0.3651137398637011,0.7686844857381103,0.3920586377290946
NGC0309-106,14.17354028100165,-9.911130034872007,9.629681367037282,2.2237039032503287,0.2419977606969647,0.2690492210282304,0.2896430497756227,11.06854807306505,0.1998087528891979,5.325443133624493,0.197381740832028,1.272442915662946,0.2062192747066885,2.064740685092388,0.2518097260756896
NGC0309-107,14.178329040389144,-9.921635522890927,8.661912373215591,2.6637472110146625,0.2344382020837493,-0.7043481639259367,0.1855641531616775,8.406885193299738,0.1638912142486429,3.4752985862137145,0.1508164763100502,1.1531094838722664,0.2368741224033106,1.3877308144925984,0.2300954426865883
NGC0309-108,14.1798360689337,-9.911833644820517,8.347850590288333,4.022023808664648,0.3500730967903989,0.9763684783269052,0.2686341097086758,11.97554972008453,0.2156267855255589,4.151973192279376,0.2123453294371665,-0.3760139113455018,0.3864097689324441,-0.5601200453469753,0.4450748030257386
NGC0309-109,14.172545465173304,-9.905598637724088,11.86100004410912,2.4373984429882114,0.3371656770140362,0.3530359753161187,0.3580806527404592,10.002754180227596,0.2441991073382225,4.2130577491562935,0.23782010403752,-0.2502088894745238,0.2824941234356667,0.8013779339309578,0.3000413447594079
NGC0309-110,14.169803671467776,-9.914025467811348,13.421693895653616,2.4054874254836305,0.2107743963887293,0.2654747826714072,0.2142000829580324,7.641171643675514,0.1284180427394507,3.589560334003181,0.143919904389709,0.7891661787375268,0.1470778212638266,0.945199928493821,0.1657959108528036
NGC0309-111,14.166607508630438,-9.91196820555585,27.24451649356584,7.648092556948391,0.3417870793706033,1.1581287578249664,0.2907861543302424,25.734045787308848,0.2959683937406151,10.03581917442883,0.3536087444561441,2.741602547295485,0.4091118994414912,6.088480064113365,0.3584803035170584
NGC0309-112,14.181912512387695,-9.915462846846088,11.3627035154257,4.224597861717684,0.3100219043757835,0.8232708351197746,0.2567107555611448,16.31357626581785,0.1839889649789605,6.183328436698607,0.2102908863736579,0.9900311863191292,0.2644545354688836,1.0993676693958985,0.2028599909601349
NGC0309-113,14.183844267317674,-9.91382199553917,8.868101928701362,2.155909291532021,0.2840419899718464,-0.0429389002965073,0.2496745130386472,9.87011452410961,0.2256592714195973,5.240910340487904,0.2202390074180655,1.1503213091911686,0.2489827642988219,1.059065646209547,0.2596718522342817
NGC0309-114,14.17259959235004,-9.92142967117671,21.33396623948998,4.508298035535084,0.3113776161331096,1.2984625137646588,0.3162169217354293,17.062150989687456,0.2091052071804504,6.757494225484644,0.2239589626298691,1.8234790225319777,0.2524801221596655,2.6374418457453346,0.2667606013206697
NGC0309-115,14.169848782348636,-9.921309003278155,28.772553248166037,2.5167478230725,0.2242692567554823,1.3792669439623635,0.2247795877614399,10.368925483523892,0.1469382640853145,2.6303319834631305,0.1624005078820902,0.8850701063606927,0.1880379713182878,1.1001418847248188,0.1849902632444127
NGC0309-116,14.176976350214472,-9.920582696196876,9.302859990991712,3.484503992066632,0.3217417309665694,0.8814208754978696,0.3004082568419601,14.424486280658606,0.2410902747141662,5.5586469503602,0.2314631610031047,1.3435943303797404,0.3279422567663101,1.8314593884661987,0.3483149016344859
NGC0309-117,14.178438133564796,-9.91477827656824,2.234357323281675,7.382308386983392,0.4041987712982112,5.921775213829166,0.3781673668714746,15.09472789109625,0.4638301960876391,11.115001298609709,0.5222713942880497,0.8889725074328586,0.432946254268147,1.022406629845921,0.6215087547190482
NGC0309-118,14.178306645597951,-9.91079106235333,6.025618043255321,2.388536046981864,0.3369931358406495,0.2009987498559362,0.3255144771804228,9.834221511407616,0.1969225008971285,3.9432771719918702,0.2155936241776783,-0.199217575986742,0.2838778282749107,-0.4325166753774959,0.2761442356269728
NGC0309-119,14.180924188396446,-9.920208927516546,9.266728016233968,1.771080940075654,0.288461991467966,0.7946304927595158,0.3764438153683899,10.4042332444581,0.1969769919493046,2.297748842990667,0.4391017161247292,1.456109929631327,0.3290355771099802,1.5954179933281587,0.4606690192017504
NGC0309-120,14.176286954455438,-9.910465934400984,6.733123927526327,3.723798770679127,0.3038268918426993,0.436886227085768,0.2444849765407965,10.661982812896058,0.1996990406285163,4.013139744023678,0.221576129926157,0.4064666280886836,0.2241372065177133,1.10152958705835,0.2697859544243991
NGC0309-121,14.177373048614486,-9.910507019439756,5.711950007369859,1.6730763560915307,0.326438791008949,1.375298817897867,0.2703091640635516,7.432824045863351,0.248251056023433,3.0229686561648386,0.2167834308061177,-1.7832277419125573,0.2104267836794892,-1.2286752323481438,0.2640965864816159
NGC0309-122,14.168894828870918,-9.913731110485683,14.589719828152942,2.9731346747747622,0.2201561805579439,0.249275164272788,0.2252557857529515,9.01054437885882,0.1720758792110807,4.027120792135966,0.1816688357661859,0.8266819453411596,0.1913137987244032,1.578932459036559,0.1970534243248362
NGC0309-123,14.171092699356878,-9.911336138153592,12.110531362377625,2.953990433803743,0.2889571891034149,-0.1393072695778319,0.2366242891316456,9.919950448904574,0.2102506576756725,3.534259070024726,0.2240045695996744,0.7024817503829794,0.2479211226540332,0.9455502749008836,0.3060667997360456
NGC0309-124,14.18262201907769,-9.906105491982062,18.43404897508695,1.984322438988643,0.4524042533040941,-0.5850693381795963,0.3376585877403144,5.572052308654019,0.3253596301128193,1.7468510341535668,0.2841956192773959,-0.606998265246028,0.3703339415583674,-0.6520137910708186,0.3627787269362467
NGC0309-125,14.169333465714738,-9.918823854974653,22.3311576660454,2.42147083232912,0.2348034159079308,0.4378325577449621,0.2099047814064208,9.530336209435292,0.1438877886537596,4.562091099084916,0.1429329661367028,1.8920907362807613,0.1842356808193484,2.055875053342498,0.1927237247171614
NGC0309-126,14.176534726540137,-9.91135312583328,4.322175137749626,1.3755369493775722,0.2276124492158608,-0.4824153940125526,0.1906524981771728,7.116148462366507,0.1624921879120744,3.0744253528131047,0.1608021160112698,-0.2821107106220888,0.1878468801681818,1.2398189671686723,0.2340276933304489
NGC0309-127,14.178382746537464,-9.90354544789058,33.16270809275987,5.990416971809695,0.3174700220440689,4.504376308132036,0.3785478480867686,16.675333406569237,0.3159172062228622,3.94126197838634,0.3245797924996484,2.5158554444479275,0.3722809892455458,2.072329432135774,0.3249194228234187
NGC0309-128,14.177385427633151,-9.921932023480602,7.864303590995159,0.5450923681938721,0.2111022267218038,0.6537658313474054,0.2232238524208412,4.727699634968218,0.1626461127048604,1.9127994981476195,0.1492106785065328,0.3530612212918949,0.3715705221842673,0.599525006593777,0.277594473364543
NGC0309-129,14.17561923821395,-9.902713014570333,16.187798119822354,1.330380309365661,0.2212808359491409,1.72166105785165,0.2390994919674271,7.168398490156806,0.1700141332747602,2.101338240689357,0.1705832852190272,-0.1012195725917651,0.1953923834494811,-0.876533915116028,0.2150966559469373
NGC0309-130,14.179596903417414,-9.906162265721791,14.267701463914936,2.241191597003161,0.2366589788010994,0.8496405334861757,0.4208853997170467,9.454840160872966,0.2017388124505514,3.3562179384063557,0.1979856073140626,0.795223317357284,0.1918868512954013,1.8353409874333688,0.2072923939119992
NGC0309-131,14.169935812016428,-9.914985221253689,11.569830191017637,0.8965361573054553,0.2736728185103877,0.5650351187721745,0.4854379127101674,7.97357144352863,0.2030345303273483,2.872448269952154,0.2146396302991661,0.8028634003886166,0.247499035892345,-0.6830947105617953,0.2350743139702378
NGC0309-132,14.181491611181848,-9.90735291039693,16.053021171510046,4.15098122912557,0.342421422594297,2.7110600062148413,0.3483395032714017,12.417990717829712,0.2881071538443208,4.355907272984164,0.2710982277522711,2.0059948282081206,0.3678427404621068,2.400517885935029,0.3286343118087911
NGC0309-133,14.176323107971722,-9.912453280677424,2.6105645651690463,2.935211359200121,0.2774227872546428,-0.0363300082052965,0.2747930502703948,8.164565313027978,0.4500207473888722,5.153270456263944,0.2636805692870314,-0.7080019886511059,0.2882573287120525,-1.8965102055227128,0.3276184834611647
NGC0309-134,14.18358507834798,-9.909388709735657,8.822503721954766,2.34246210804456,0.4139655784230663,1.2740208093050325,0.4546927653453997,8.878482269688277,0.2871659215093246,3.881197876880032,0.2671140423637232,0.8126741784493453,0.3611705517187507,1.8464450551415532,0.4382008766720126
NGC0309-135,14.17453570881075,-9.904780127517451,14.33913449049127,2.1052564143940327,0.3732411118109262,2.04960876130544,0.3500039193011512,9.13942748467808,0.2476117449185165,3.7057890342124455,0.3107696839334229,0.6430049437712202,0.2814742616844964,0.6560324296227216,0.3424088394065634
NGC0309-136,14.169157810895314,-9.921242561539884,26.47896239581807,0.6083988206288944,0.1385727232958663,0.4312574844183517,0.1450338287796688,2.876853279700141,0.0932001294583374,0.7111384915702672,0.0953514049045603,0.2634961340252125,0.1135549675049133,0.248612979972943,0.108360933092585
NGC0309-137,14.180706371525954,-9.906713575226672,11.409591720842812,2.1224926221109794,0.3127332589246517,0.864216750882109,0.6077615400135996,8.794736425966583,0.2046059569902091,3.34500941508086,0.2152404208679302,0.1322378592212583,0.2515969800424395,0.9190272590700488,0.3163103224172818
NGC0309-138,14.184550564505162,-9.915759434912363,7.64389622475407,0.2439280621820141,0.4464505007571454,-0.3615960504310586,0.3784568164764814,4.241372706278603,0.3656750397787832,2.2361481085652657,0.3263844876768254,0.028909394533902,0.4349279549366483,-0.9132530459985996,0.3711358558466837
NGC0309-139,14.17883810868592,-9.904844665807126,15.75049253075948,2.5780045263935416,0.3406986701352499,0.932054859365554,0.3169000097804744,9.642766304296448,0.265241510321671,2.133566622375756,0.2938619032210668,3.0659262178390043,0.3501636736361549,1.764366201258863,0.3352441053580853
NGC0309-140,14.166765404417614,-9.908038279174315,14.975165052516578,2.261669115877906,0.2741262164401281,1.530664503266481,0.2755583693085332,7.336599273881889,0.4793937297834936,2.7384944588193694,0.2003358860789659,0.8541954126139127,0.2312925669336109,1.4085227756258616,0.2328104164532209
NGC0309-141,14.180143683853622,-9.913306075863826,3.479634504077859,1.2966454160295382,0.4465587358927293,0.2797403977956884,0.2603111593336218,6.201935078663333,0.2284634949592855,2.1675510966338543,0.1963764976856583,0.2246595107295267,0.4304549167660809,-0.2917038048263165,0.3132741869985648
NGC0309-142,14.166108730727926,-9.908687784018472,12.024625588048234,1.74090417879118,0.2280102756930505,2.048809518520832,0.2397511869435308,3.6450265368616472,0.1454942554861982,2.0077454587159664,0.1656533677387201,0.361570612150266,0.1866958055545546,0.303839709088949,0.1994719871057113
NGC0309-143,14.170934785088406,-9.921184741086456,17.22937555786112,1.3593158099506055,0.2958015808922481,0.5555995993353448,0.2668274400747401,6.556871676055343,0.1877660535123113,2.1106512054506883,0.1867355610508461,0.421390105028963,0.2055788935273133,2.021748414576913,0.2425586020583
NGC0309-144,14.167478235123989,-9.90992329171952,9.932004454386952,1.6712578489348613,0.3242178160373996,1.145835536271402,0.2937774300134575,8.418926524226775,0.1871547951896019,3.449826753388868,0.2007427882083164,0.466623739646051,0.2527110860948671,1.891774241291864,0.2870218750237899
NGC0309-145,14.184739712482648,-9.90932931577849,8.285803524205457,0.7071659978467406,0.4963000581368,0.0191324505775628,0.4883346875312715,2.380687066760975,0.2628319455181177,0.981651647155855,0.2945037930686031,-2.134975791104244,0.2835236992334554,1.0940384987941305,0.4231760105573849
NGC0309-146,14.169044035658512,-9.91658874245759,11.382020372620836,0.199829258710641,0.750189209913316,0.1217983345789891,0.2654071170925819,5.626184109194565,0.1873885224598996,2.9052086192991924,0.2034625721047617,-0.3453848284423158,0.2678369439122573,0.3997949491867515,0.2817549050234572
NGC0309-147,14.178320136131925,-9.9118967343311,2.7487733651967408,0.8651944168157637,0.3399057617532444,1.2323181539417687,0.3287402663005627,6.390810704702042,0.2578180770811138,2.112980549351945,0.2663370096971087,-0.2297186762307192,0.2782406159275778,-1.5808055627477824,0.3727682442269541
NGC0309-148,14.181724246142393,-9.920690396209247,6.206102664000633,-0.5574034105685393,0.330976658173034,0.0068141731828469,0.3067727811736709,3.095028964641404,0.2399724017093413,1.0672193159146557,0.2521116886749001,0.3776249262603789,0.3959245506132858,0.2114255788937575,0.3205859410049205
NGC0309-149,14.181675640866253,-9.905601901668907,10.157309263397796,2.065193579781354,0.5121376164554754,1.5819415409184958,0.4543467425861318,5.47080099059194,0.2777006482939677,2.194246824162666,0.2899057196534017,-0.8668301061764352,0.3509736896503391,-0.1409352516262363,0.6834073277796942
NGC0309-150,14.17812022723508,-9.90927720269528,8.390545652400956,2.9321222216669764,0.3456541871316827,0.0373060653918572,0.1778682911259341,8.70635622089425,0.408063326852839,4.108526567206686,0.2181423036066169,0.9124387402037436,0.3247785963953141,-1.1482753988763876,0.4359825840049711
NGC0309-151,14.17704390781769,-9.918700771277663,6.087889116028322,2.548453321447152,0.2162800951907656,-0.4344676693353229,0.3732468904409476,8.779668177148514,0.170327569710352,3.966387758438856,0.2163987089866536,1.2823779984902253,0.3012171804177285,0.7986974092544911,0.2778106957669831
NGC0309-152,14.180901703400252,-9.918182900108189,3.951654030882146,1.647976678371625,0.4919835637546642,0.6994513113343247,0.4809047074366029,4.582130009213982,0.3015815180836577,2.25471806784764,0.3431806902942388,0.4984780029735948,0.3600247332938568,-0.357062219567728,0.3397617542724266
NGC0309-153,14.17971681780421,-9.90284053763205,17.262784061243476,0.8526816089128093,0.2034394876987182,0.7782461577096602,0.2276624329662226,3.587466798759832,0.135361914893706,1.3829295526323124,0.1428915979671436,-0.1972590326123269,0.1894572361716792,0.3224565785027223,0.2128578340420479
NGC0309-154,14.17933634676707,-9.91929704867499,5.275892590641409,1.712493373325665,0.6673215571507041,0.8105847007119534,0.2163008390879836,6.917591088070799,0.1807792510831996,3.761446840745792,0.2084920318886119,0.2671499599416889,0.2895182346849853,1.7964555103091358,0.2043707003251595
NGC0309-155,14.166892089689886,-9.916238311468527,16.448212224940505,1.3556337083877137,0.2137046814117675,1.1726322695502132,0.2369997684289629,6.833404530441484,0.142912349289814,2.242098914004411,0.1578993261477246,0.3032167648149838,0.1628825896761885,1.5486394849366751,0.1806750791286432
NGC0309-156,14.182181743112029,-9.904962515133851,15.964024663901252,0.7296508592200384,0.8432221051991396,0.5626674096227542,0.5256859072541467,1.7892814564173831,0.339402646106371,1.0690984654576745,0.3268392804198497,-1.2808483715111805,0.3532529013174506,-0.9289262874491594,0.948242948217804
NGC0309-157,14.182850279003429,-9.91753029872057,5.286823008180199,-1.3193876844040298,0.2541679607816707,0.3238014401263181,0.2892768350588495,4.764615882820715,0.5263749973637014,4.80826738645415,0.289637162859287,0.9240771300288316,0.3610114635333358,0.5340337107360473,0.3485377668216317
NGC0309-158,14.178307175130351,-9.918145588945334,5.3335911175628095,2.130109219993338,0.2336986339172936,0.5611026152137586,0.397674502111545,7.21055193018056,0.1770568986479829,4.269580432737493,0.2002629363984509,0.6670298033843326,0.2145142294960547,0.5484506975719408,0.2162137719572569
NGC0309-159,14.169069423382323,-9.917519620453666,11.65773721355044,0.8174683571636567,0.5427771474477321,-1.1305518104567622,0.2102542655995146,4.762176063810943,0.165086035986197,2.3347406195417264,0.1978483087250951,0.3005603103068803,0.2314417474988694,1.314031642231981,0.2530915812252998
NGC0309-160,14.174945730860411,-9.917119913481413,6.477119725120646,1.7477599656028426,0.237903850671623,0.5069048018817359,0.2641079250665182,8.662419482041983,0.1861459296898427,4.567150858916944,0.1818120469030248,0.1298516546985461,0.2294061082565553,-1.065801106068,0.2503471439080536
NGC0309-161,14.175913758289164,-9.91796750304472,5.152455115426271,2.207136890373341,0.7908841210018384,0.8901902684273685,0.2512973848249639,7.788941182768526,0.2186409967596903,4.196581569540658,0.216144765430386,0.7922662424409037,0.309866775889221,-1.1698889090144733,0.2405368454987047
NGC0309-162,14.183940006256876,-9.916019304006372,6.079120331915985,0.2322958545300992,0.3896522451546762,-0.3281659188803542,0.3058059585615746,4.928221985381491,0.2931898411723627,2.6996678945708776,0.2906689091675941,-0.1114415101683615,0.3920219598767508,-0.8775376460488714,0.2945703321909126
